ID	subset	status	action	accession	PMID	title	quote	URL	note
COHO:0000061	EGA	NOT FOUND	removed from subset						"No EGA study uses the ENGAGE AF-TIMI 48 trial. The local candidate EGAS00001000137 is a different ENGAGE: the EU FP7 ENGAGE project's exome sequencing of Health 2000 and FINRISK participants; rejected. EGA site search: ""ENGAGE AF-TIMI 48"" 1 and ""ENGAGE AF"" 1, both the dbGaP record phs002774 (CCDG Cardiovascular: ENGAGE Atrial Fibrillation-TIMI 48), not EGA; edoxaban 0, TIMI atrial fibrillation 2 (0 EGAS), ENGAGE 9 (none the trial); EBI Search EGA: ""ENGAGE AF-TIMI 48"" 0, edoxaban 0; Europe PMC papers citing an EGA accession: edoxaban 0, ""ENGAGE AF"" 0. EGA subset membership looks mistaken (the trial's data are in dbGaP; probably matched on the ENGAGE-consortium name)."
COHO:0000062	EGA	FOUND	example added	EGAS00001001245	PMID:26124090	Origin and dynamics of admixture in Brazilians and its effect on the pattern of deleterious mutations.	The EPIGEN-Brasil Initiative is so far the largest Latin American initiative in population genomics and genetic epidemiology.	https://ega-archive.org/studies/EGAS00001001245	Local candidate confirmed: EPIGEN's own EGA study, with genome-wide genotyping of 6487 individuals and WGS of 30 from the Salvador, Bambuí and Pelotas cohorts (north-east, south-east and south Brazil, as in the definition). PMID is the EPIGEN admixture paper by the Brazilian EPIGEN Project Consortium, one of the 13 publications on the EGA record (also COHO's current PMID example).
COHO:0000063	EGA	FOUND	example added	EGAS00001001134	PMID:25758996	Genome-wide association analysis on five isolated populations identifies variants of the HLA-DOA gene associated with white wine liking.	Genome-wide association analysis on five isolated populations - Erasmus Rucphen Family (ERF) Study	https://ega-archive.org/studies/EGAS00001001134	Local candidate confirmed: the quote is the EGA record's title. Its description says 'ERF is embedded in the Genetic Research in Isolated Population (GRIP) program ... we selected 22 related ... couples', matching the definition, and its dataset holds genotypes of '3658 individuals from ERF/GRIP region'. PMID is the listed publication whose title matches the study; its DAC is also named 'Erasmus Rucphen Family Study'.
COHO:0000066	EGA	FOUND	example added	EGAS00001002570	PMID:29988082	Prediction of acute myeloid leukaemia risk in healthy individuals.	Samples were ascertained from individuals enrolled in the EPIC-Norfolk longitudinal cohort study between 1994 and 2010.	https://www.ebi.ac.uk/europepmc/webservices/rest/PMC6485381/fullTextXML	EGAS00001002570 ('Progression to AML is predictable...') is this paper's EGA study and lists it first. The paper's validation cohort was EPIC-Norfolk: 37 AML patients, 8 of them also in the EPIC discovery set held in this study, plus 262 controls. Its validation sequencing is dataset EGAD00001003703, which EGA links to EGAS00001000570/EGAS00001002128/EGAS00001002261. The pending EGAS00001001225/6 records only propose using EPIC-Norfolk CAD cases.
COHO:0000067	EGA	FOUND	example added	EGAS50000000798	PMID:28385611	Description of the EuroTARGET cohort: A European collaborative project on TArgeted therapy in renal cell cancer-GEnetic- and tumor-related biomarkers for response and toxicity.	EuroTARGET is a European study on mRCC, collecting clinical data, germline DNA, and tumor samples.	https://ega-archive.org/studies/EGAS50000000798	Local candidate confirmed: EuroTARGET's own released EGA study (5 datasets), describing 'the EuroTARGET mRCC patient cohort' and listing the cohort-description paper. The other local candidates, EGAS00001002880 (the project) and EGAS00001005733 (RCC xenografts), are EuroTARGET too but both pending release.
COHO:0000068	EGA	FOUND	example added	EGAS00001003635	PMID:33006196	Genome-wide postnatal changes in immunity following fetal inflammatory response.	raw microarray gene expression data files from paired frozen and unfrozen DBS samples from nine neonates of the US ELGAN cohort, where two were affected by FIR and seven were not.	https://www.ebi.ac.uk/europepmc/webservices/rest/PMC8049052/fullTextXML	Acronym trap: in both local candidates (EGAS00001003635, EGAS50000000866) 'ELGANs' is the generic term for extremely preterm infants, and their own samples are Barcelona patients, not the US multicentre ELGAN Study. But the paper of EGAS00001003635 (listed on its record) also analysed the US ELGAN cohort's dried-blood-spot microarray data as replication (its Table S2 is the 'FIR effect in the US ELGAN cohort'). EGAS50000000866 does not use the US cohort.
COHO:0000069	EGA	NOT FOUND	removed from subset						"No EGA study uses the Fatty Acid Sensor Study. EGA site search: ""Fatty Acid Sensor Study"" 0, ""Fatty Acid Sensor"" 0, fish oil 0, FAS 4 (none this study); EBI Search EGA: full name 0, fish oil 0, FAS 44 (FAS gene etc.); Europe PMC papers citing an EGA accession: ""Fatty Acid Sensor"" 0 (fish oil 41 hits are FISH/unrelated); local tables 0. EGA subset membership looks mistaken."
COHO:0000070	EGA	NOT FOUND	removed from subset						"No EGA study uses the Finnish Twin Cohort. EGA site search: ""Finnish Twin Cohort Study"" 0, ""Finnish Twin Cohort"" 0, FinnTwin/FinnTwin12/FinnTwin16 0, Finnish twins 0, FTC 1 (unrelated); EBI Search EGA: same queries 0 (Finnish twins 1, an Australian dbGaP record); local tables 0. Europe PMC papers naming the cohort with an EGA accession use FTC only as a replication sample while citing other cohorts' EGA data: PMID:30342560 ('69 Finnish twins ... recruited as a part of the Finnish twin cohort') cites the TwinsUK EUROBATS study EGAS00001000805; PMID:30611298 and PMID:41376584 cite UK and FINRISK datasets. EGA subset membership looks mistaken."
COHO:0000073	EGA	FOUND	example added	EGAS00000000077	PMID:20860503	A large-scale, consortium-based genomewide association study of asthma.	Gabriel samples from the German Gabriel Advanced Survey	https://ega-archive.org/studies/EGAS00000000077	The GABRIEL asthma GWAS EGA study lists datasets EGAD00000000084 and EGAD00000000085, both described as 'Gabriel samples from the German Gabriel Advanced Survey' (quote from that dataset list on the study page; also found by EBI Search). The full name matches this cohort (farm and reference children surveyed in the GABRIEL Advanced Study). The EGA site search misses it because it does not index dataset descriptions.
COHO:0000075	EGA	NOT FOUND	removed from subset						"No EGA study uses GENESIS. EGA site search: GENESIS 8 (1 EGAS, EGAS00001001310, a mammary-cell barcoding study using the word, not this cohort), GENESIS breast 1 (same), ""GENE SISters"" 0, GENESIS sisters 0; EBI Search EGA: GENESIS 9, ""GENE SISters"" 0 (none this cohort); local hits are the ordinary word. Europe PMC papers citing an EGA accession: GENESIS + sisters + breast cancer 1 and GENESIS + BRCA1/2 + French 1, both an ESHG abstract book citing unrelated EGAS00001000017. EGA subset membership looks mistaken."
COHO:0000078	EGA	NOT FOUND	removed from subset						No EGA study uses the Costa Rica asthma study. EGA site search: the full name 1, asthma Costa Rica 1 and Costa Rica 3, all dbGaP records (phs000988 NHLBI TOPMed: The Genetic Epidemiology of Asthma in Costa Rica; phs002495; phs002282), 0 EGAS; CRA 0; EBI Search EGA: full name 0, Costa Rica 0; Europe PMC papers naming it and citing an EGA accession (PMID:31187518, 32519380, 39486408) cite other cohorts' studies (BAMSE EGAS00001002746, HRC EGAS00001001710, Peruvian Genome Project/EPIGEN); local tables 0. EGA subset membership looks mistaken (the data are in dbGaP/TOPMed).
COHO:0000079	EGA	FOUND	example added	EGAS00001002723	PMID:30470734	Evidence for genetic contribution to the increased risk of type 2 diabetes in schizophrenia.	The Genetic Overlap between Metabolic and Psychiatric Diseases (GOMAP) study comprises samples from four patient groups: 964 schizophrenia samples, 921 type 2 diabetes patients, 582 patients with comorbid schizophrenia and type 2 diabetes and 280 samples with another psychiatric diagnosis.	https://ega-archive.org/studies/EGAS00001002723	Local candidate confirmed: GOMAP's own EGA study, with HumanCoreExome genotypes of 2611 samples. It lists two GOMAP papers; the PMID given is the genetic one (the other is PMID:30071838, on combination therapy).
COHO:0000080	EGA	NOT FOUND	removed from subset						"No EGA study uses the prostate PROFILE study. The local candidate EGAS00001007958 is a different PROFILE: stool metagenomics from the Crohn's disease trial 'PRedicting Outcomes For Crohn's disease using a moLecular biomarker'; rejected. EGA site search: full name 0, ""PROFILE study"" prostate 0, PROFILE prostate family history 1 (not EGAS); none of the 258 site hits or 366 EBI Search hits for 'prostate' contain 'PROFILE'; EBI Search EGA: full name 0; Europe PMC papers with EGA accessions: ""PROFILE study"" prostate 0. EGA subset membership looks mistaken (probably from the Crohn's PROFILE name match)."
COHO:0000082	EGA	FOUND	example added	EGAS00001002937		GoDARTS T2D-GENES Exome Sequencing Study is a subset of the ~52,000 Type 2 diabetes exome sequencing project.	This data generated from the Genetics of Diabetes and Audit Research Tayside Study (GoDARTS) cohort was part of the T2D-GENES (Type 2 Diabetes Genetic Exploration by Next-generation sequencing in multi-Ethnic Samples) consortium	https://ega-archive.org/studies/EGAS00001002937	Local candidate confirmed: GoDARTS's own EGA study (full name and Tayside in the record); its dataset has exomes of 1924 GoDARTS samples (965 T2D cases, 959 controls). The record lists no publications. The GoDARTS DAC (University of Dundee) also covers EGAS00001001875, the MetGen metformin GWAS.
COHO:0000083	EGA	NOT FOUND	removed from subset						"No EGA study uses GEHA. EGA site search: ""Genetics of Healthy Aging"" 1 (EGAS00001003511, the Australian Medical Genome Reference Bank, which only says it is 'a useful resource for studying the genetics of healthy aging', not this cohort), ""Genetics of Healthy Ageing"" 0, GEHA 0, GEHA longevity 0, nonagenarian siblings 0; EBI Search EGA: same MGRB hit, GEHA 1 (unrelated dataset); Europe PMC papers citing an EGA accession: GEHA 1 (PMID:31806903, which cites the INTERVAL pQTL study EGAS00001002555, not GEHA data); local tables 0. EGA subset membership looks mistaken."
COHO:0000085	EGA	FOUND	example added	EGAS00001005973		ENCORAFENIB COMBINED WITH BINIMETINIB FOR BRAFV600E-MUTATED RELAPSED/REFRACTORY MULTIPLE MYELOMA: THE PHASE II GMMG-BIRMA TRIAL (Hipo_K08K)	THE PHASE II GMMG-BIRMA TRIAL (Hipo_K08K) Activating BRAF mutations are rare events in multiple myeloma but have been shown to be promising therapeutic targets in small case studies. This multicenter phase II trial assessed the efficacy and safety of the BRAF/MEK inhibitors	https://ega-archive.org/studies/EGAS00001005973	Local candidate (human-reviewed 'THE PHASE II GMMG-BIRMA TRIAL') confirmed: a trial cohort of GMMG, whose record says 'Twelve RRMM patients ... were enrolled' and their genomes were profiled. GMMG is the German-speaking (German) Myeloma Multicenter Group, per the Heidelberg Myeloma Workshop report (PMC11810335), the same Heidelberg-led trial group as this COHO entry. The quote runs from the end of the record's title into its description. The record lists 5 downstream Heidelberg myeloma papers but not the trial paper, which I could not find in Europe PMC, so no PMID is given.
COHO:0000086	EGA	NOT FOUND	removed from subset						"No EGA study uses the Ghana Prostate Study. EGA site search: ""Ghana Prostate Study"" 2, Ghana prostate 3 and Accra prostate 1, all dbGaP records (phs000838 'Ghana Prostate Study', phs002718, phs002637), no EGAS; GPS 5 (none this study); EBI Search EGA: ""Ghana Prostate Study"" 0, Ghana prostate 0; Europe PMC papers citing an EGA accession: ""Ghana Prostate Study"" 0, Accra prostate 0 (Ghana prostate 4: unrelated datasets); local tables 0. EGA subset membership looks mistaken (the data are in dbGaP, phs000838)."
COHO:0000087	EGA	NOT FOUND	removed from subset						"No EGA record or fetched paper names GIST. EGA site search: ""Glaucoma Inheritance Study in Tasmania"" 0, glaucoma Tasmania 0, Tasmania 2 (only EGAS00001001766, Aboriginal Australian genomes), GIST 5 (none glaucoma), glaucoma 16 (2 EGAS: WTCCC2 glaucoma and VIKING); EBI Search EGA: full name 0, glaucoma 7; Europe PMC papers citing an EGA accession: full name 0, ""Glaucoma Inheritance Study"" 0; local tables 0. Unconfirmed lead: EGAS00001000624 'WTCCC2 project Glaucoma (GL) samples' (Australian cases). Its WTCCC2 GWAS (PMID:21532571, no open full text) replicated in unnamed 'cohorts of less severe OAG', and the paper the record lists (PMID:23836780) does not mention GIST. Membership likely mistaken unless GIST samples are shown to be in that study."
COHO:0000088	EGA	FOUND	example added	EGAS00001000630	PMID:24343240	A rare functional cardioprotective APOC3 variant has risen in frequency in distinct population isolates.	The HELIC (Hellenic Isolated Cohorts) MANOLIS (Minoan Isolates) collection focuses on Anogia and surrounding Mylopotamos villages.	https://ega-archive.org/studies/EGAS00001000630	Local candidate confirmed: ExomeChip genotypes of HELIC's MANOLIS cohort from mountain villages in Crete, a member of this aggregation. PMID is the ExomeChip paper, first of the 5 publications the EGA record lists. The other local candidates are also HELIC: EGAS00001000658 (the Pomak ExomeChip, 'HELIC Pomak Isolate') and EGAS00001000602 (HELIC exome sequencing), both with no publication listed.
COHO:0000089	EGA	UNSURE	removed from subset (unconfirmed)	EGAS00001001036	PMID:29486404	Genome-wide scan of depressive symptomatology in two representative cohorts in the United States and the United Kingdom.	The Discovery sample was drawn from the Health and Retirement Study (HRS), a nationally representative sample of households of older Americans in the United States	https://www.ncbi.nlm.nih.gov/research/bionlp/RESTful/pmcoa.cgi/BioC_xml/PMC6882010/unicode	Borderline. The local candidate EGAS00001001036 is ELSA's own GWAS resource; its record only compares with HRS ('would be matched with a near identical resource established in the United States for the Health and Retirement Study (HRS)'), which alone does not count. But this paper, listed on that record, analysed HRS participants (discovery) with ELSA (replication), as did another listed paper (PMID:30475886, frailty). Against it: the paper cites HRS data from dbGaP (phs000428) and ELSA from EGA, so EGA holds no HRS data.
