ID,label,type,disease cohort,disease role,diseases,quote,source,confidence,note,classified by,checked by
COHO:0000053,Diabetes Research on Patient Stratification,cohort aggregation,yes,patients,type 2 diabetes | prediabetes,"Prediabetic participants (target sample size 2,200-2,700) and patients with newly diagnosed type 2 diabetes (target sample size ~1,000) are undergoing detailed metabolic phenotyping at baseline and 18 months and 36 months later.",https://www.ebi.ac.uk/europepmc/webservices/rest/search?query=EXT_ID%3A24695864+AND+SRC%3AMED&format=json&resultType=core,high,IMI DIRECT combines prospective cohorts of prediabetic people (an at-risk group) and patients with newly diagnosed type 2 diabetes for biomarker discovery; no environmental exposure defines it.,"Claude Fable 5.1 (Anthropic), 2026-09",
COHO:0000054,Dortmund Health Study,cohort,yes,population study of disease,headache,The aim of the population-based Dortmund health study (DHS) is the assessment of the prevalence and incidence of different headache types as well as other chronic conditions and to analyse their consequences on daily activities of those affected.,https://www.ebi.ac.uk/europepmc/webservices/rest/search?query=EXT_ID%3A22736161+AND+SRC%3AMED&format=json&resultType=core,medium,"A population-based sample of Dortmund residents whose stated aim is the prevalence and incidence of headache types, with other chronic conditions and social factors as secondary aims; medium because the aim also names other chronic conditions.","Claude Fable 5.1 (Anthropic), 2026-09",
COHO:0000055,Duke Cognition Cohort,cohort,no,,,"In an attempt to overcome these barriers, the current study utilized GWAS meta-analysis to examine the association of common genetic variation (~8M single-nucleotide polymorphisms (SNP) with minor allele frequency ⩾1%) to general cognitive function in a sample of 35 298 healthy individuals of European ancestry across 24 cohorts in the Cognitive Genomics Consortium (COGENT).",https://www.ebi.ac.uk/europepmc/webservices/rest/search?query=EXT_ID%3A28093568+AND+SRC%3AMED&format=json&resultType=core,medium,"A US cohort of adults (ages 18-77) with cognitive testing and genotypes, contributed to COGENT's meta-analysis of general cognitive function in healthy individuals; cognition is a trait, and no source in the bundle or cache describes an exposure or disease basis.","Claude Fable 5.1 (Anthropic), 2026-09",
COHO:0000056,DUNDEE,cohort,yes,patients,high-grade serous ovarian cancer,HGSOC patients were determined from pathology records and were included in the study where there was matched tumour and whole blood samples.,https://ega-archive.org/studies/EGAS00001004410,high,The Dundee collection site of the Scottish high-grade serous ovarian cancer whole-genome sequencing study: a patient series with matched tumour and blood samples.,"Claude Fable 5.1 (Anthropic), 2026-09",
COHO:0000057,Durban Diabetes Study,cohort,yes,population study of disease,diabetes,"We therefore established the DDS as a population-based research framework to investigate a broad range of lifestyle, medical and genetic factors and their association with diabetes – the primary research focus of the study – together with other chronic diseases and traits",https://www.ebi.ac.uk/europepmc/webservices/rest/PMC5732575/fullTextXML,high,"A population-based cross-sectional survey of urban Black residents of Durban whose primary research focus is diabetes, with other chronic diseases secondary; no exposure defines it.","Claude Fable 5.1 (Anthropic), 2026-09",
COHO:0000058,Dutch and Belgian Lung Cancer Screening Trial,cohort,yes,at risk,lung cancer,NELSON investigates whether 16-detector multi-slice computed tomography screening will decrease lung cancer mortality compared to no screening.,https://www.ebi.ac.uk/europepmc/webservices/rest/search?query=EXT_ID%3A17131307+AND+SRC%3AMED&format=json&resultType=core,high,"The NELSON trial selected heavy current and former smokers from the Dutch and Belgian general population for CT lung-cancer screening: recruited as smokers, and at high risk of lung cancer.","Claude Fable 5.1 (Anthropic), 2026-09",
COHO:0000059,Dutch Microbiome Project,cohort,no,,,"The Dutch Microbiome Project (DMP) data includes raw data generated by shotgun metagenomic sequencing of faecal samples of 8,208 Dutch individuals",https://ega-archive.org/studies/EGAS00001005027,medium,"Gut-microbiome profiling of participants of the general-population Lifelines cohort; environment is one of several factors studied, not a design purpose, and no disease selects the participants.","Claude Fable 5.1 (Anthropic), 2026-09",
COHO:0000060,Edinburgh Stroke Study,cohort,yes,patients,stroke,"We prospectively recruited all consenting patients with recent stroke from the emergency department; medical, neurology, and occasionally other (e.g., surgical) wards; stroke unit; and neurovascular clinics of the Western General Hospital, Edinburgh, United Kingdom, between April 2002 and May 2005 into the Edinburgh Stroke Study",https://www.ebi.ac.uk/europepmc/webservices/rest/PMC2730573/fullTextXML,high,"A prospective hospital series of patients with recent stroke in Edinburgh, followed for outcome; no environmental exposure is involved.","Claude Fable 5.1 (Anthropic), 2026-09",
COHO:0000061,ENGAGE AF-TIMI 48,cohort,yes,patients,atrial fibrillation,ENGAGE AF-TIMI 48 is a phase 3 comparison of the novel oral factor Xa inhibitor edoxaban to warfarin for the prevention of thromboembolism in patients with atrial fibrillation.,https://www.ebi.ac.uk/europepmc/webservices/rest/search?query=EXT_ID%3A20934556+AND+SRC%3AMED&format=json&resultType=core,high,"A randomised anticoagulation trial whose participants all have atrial fibrillation; the drug comparison is a treatment, not an environmental exposure.","Claude Fable 5.1 (Anthropic), 2026-09",
COHO:0000062,EPIGEN,cohort aggregation,no,,,Genomic Epidemiology of Complex Diseases in Population-based Brazilian Cohorts The EPIGEN-Brasil Initiative is so far the largest Latin American initiative in population genomics and genetic epidemiology.,https://ega-archive.org/studies/EGAS00001001245,high,"An aggregation of three population-based Brazilian cohorts (the 1982 Pelotas birth cohort, the Bambui ageing cohort and Salvador-SCAALA) used for population genomics and the genetic epidemiology of complex diseases in general; neither exposure nor a single disease defines it.","Claude Fable 5.1 (Anthropic), 2026-09",
COHO:0000063,Erasmus Rucphen Family Study,cohort,no,,,"For the Erasmus Rucphen Family Study (ERF), 22 families that had at least five children baptized in the community church between 1850-1900 were identified with the help of genealogical records.",https://dss.niagads.org/cohorts/erasmus-rucphen-family-erf/,high,"A family-based cohort of descendants of founder families in a genetically isolated Dutch population, assembled for genetic research on complex disorders in general; selection is by genealogy, not by exposure or disease.","Claude Fable 5.1 (Anthropic), 2026-09",
COHO:0000064,Estonian Biobank,cohort,no,,,The Estonian Biobank cohort is a volunteer-based sample of the Estonian resident adult population (aged ≥18 years).,https://www.ebi.ac.uk/europepmc/webservices/rest/search?query=EXT_ID%3A24518929+AND+SRC%3AMED&format=json&resultType=core,high,A volunteer-based population biobank of Estonian adults linked to national registries; a general population resource with no exposure or disease selection.,"Claude Fable 5.1 (Anthropic), 2026-09",
COHO:0000065,European Prospective Investigation into Cancer,cohort,yes,population study of disease,cancer,"The European Prospective Investigation into Cancer and Nutrition (EPIC) is an ongoing multi-centre prospective cohort study designed to investigate the relationship between nutrition and cancer, with the potential for studying other diseases as well.",https://www.ebi.ac.uk/europepmc/webservices/rest/search?query=EXT_ID%3A12639222+AND+SRC%3AMED&format=json&resultType=core,high,EPIC is a multi-centre general-population cohort designed to study the relationship between nutrition and cancer: a diet-exposure cohort and a population study of cancer.,"Claude Fable 5.1 (Anthropic), 2026-09",
COHO:0000066,European Prospective Investigation of Cancer-Norfolk,cohort,yes,population study of disease,cancer,"The EPIC-Norfolk study (https://www.epic-norfolk.org.uk) is a population-based prospective cohort study, nested within the European Prospective Investigation of Cancer (EPIC) study, which had the primary aim of exploring the connections between cancer, diet and lifestyle.",https://www.ebi.ac.uk/europepmc/webservices/rest/PMC9671801/fullTextXML,high,"The Norfolk component of EPIC: a population-based cohort whose primary aim is the connections between cancer, diet and lifestyle, so it inherits EPIC's diet-exposure and cancer verdicts; its own website states the aim of gathering lifestyle and nutritional information.","Claude Fable 5.1 (Anthropic), 2026-09",
COHO:0000067,EuroTARGET project,cohort aggregation,yes,patients,metastatic renal cell cancer,EuroTARGET is a European collaborative project designed as an observational study for which patients with mRCC were recruited prospectively in 62 centers.,https://www.ebi.ac.uk/europepmc/webservices/rest/search?query=EXT_ID%3A28385611+AND+SRC%3AMED&format=json&resultType=core,high,"A collaborative collection of patients with metastatic renal cell cancer for biomarkers of response to targeted therapy; the therapy is a treatment, not an environmental exposure.","Claude Fable 5.1 (Anthropic), 2026-09",
COHO:0000068,Extremely Low Gestational Age Newborns,cohort,yes,at risk,brain damage | cerebral palsy,Extremely low gestational age newborns (ELGANs) are at increased risk for structural and functional brain abnormalities.,https://www.ebi.ac.uk/europepmc/webservices/rest/search?query=EXT_ID%3A19765918+AND+SRC%3AMED&format=json&resultType=core,medium,"A birth cohort of infants born before 28 weeks selected for their high risk of brain damage and neurodevelopmental disorders; the exposures it studies (placental microorganisms, inflammation, obstetric antecedents) are perinatal rather than environmental agents, and its later membership of ECHO is not documented in the bundle.","Claude Fable 5.1 (Anthropic), 2026-09",
COHO:0000069,Fatty Acid Sensor Study,cohort,no,,,"Individuals recruited in the FAS study had to be non-smokers and be free of any thyroid or metabolic disorders requiring treatment such as diabetes, hypertension, severe dyslipidemia, and coronary heart disease.",https://www.ebi.ac.uk/europepmc/webservices/rest/PMC5537769/fullTextXML,medium,"A nutrigenomics study of healthy Quebec volunteers given a six-week fish-oil supplement to study gene-diet interaction in the triglyceride response; diet is its main subject (medium, since a supplementation intervention is a borderline environmental exposure), and participants were required to be free of metabolic disease.","Claude Fable 5.1 (Anthropic), 2026-09",
