ID,label,type,participants,counts,cases,controls,year,quote,source,quote verified,confidence,needs,note,batch
COHO:0000048,Danish Glostrup Cohort,cohort,,men and women aged 60 evaluated (stated separately),,,,"We have evaluated 325 men and 370 women of 60 years, participating in the Danish Glostrup study.",PMID:12871360,yes,low,"PMID:12871360 full text (J Thromb Haemost 2003; publisher pages not readable, only the abstract)","The only source read (the abstract of the definition and example paper) states men and women separately and no total, so participants is left null rather than summed. The full text or a design paper of the Glostrup 60-year-old examination would settle the total enrolled.",s003
COHO:0000049,Diabetes Genetics in Pakistan,cohort,1988,DGP participants genotyped in this study (type 2 diabetes cases and normoglycaemic controls),821,1167,2011,"All subjects (UKADS, n = 1274; DGP, n = 1988; total, n = 3262) were genotyped for the 16 SNPs using the KASPar method (KBioscience, Hoddesdon, UK).",PMID:21949744,yes,medium,,"Cases and controls from the same paper (Europe PMC full text PMC3176767): 'the Diabetes Genetics in Pakistan study (DGP; 821 participants with type 2 diabetes, 1167 without) [3]'. This is the DGP sample used in the 2011 analysis; the collection's own design paper (the paper's reference 3) was not read and may give a larger enrolled number.",s003
COHO:0000050,Diabetes in Mexico Study,cohort,,"DMS type 2 diabetes cases and controls in the SIGMA T2D dataset, before QC (table row)",762,505,2014,"Diabetes in Mexico Study (DMS) Mexico City, Mexico Prospective Cohort Controls 472 (505) 25.8% 52.5 ± 7.7 – 28.0 ± 4.4 5.0 ± 0.4 T2D Cases 690 (762)",https://pmc.ncbi.nlm.nih.gov/articles/PMC4127086/,yes,low,,"The only numbers read are a row of Table 1 of the SIGMA paper (PMID:24390345), whose caption says it gives 'numbers of cases and controls (including numbers before quality control (QC) checks)': 505 controls and 762 cases before QC, 472 and 690 after. No sentence states a DMS total, so participants is left null. This is the subset contributed to SIGMA; a DMS design paper would settle the enrolled number.",s003
COHO:0000051,Diabetes Prevention Program,cohort,3234,participants randomised,,,,"We randomly assigned 3234 nondiabetic persons with elevated fasting and post-load plasma glucose concentrations to placebo, metformin (850 mg twice daily), or a lifestyle-modification program with the goals of at least a 7 percent weight loss and at least 150 minutes of physical activity per week.",PMID:11832527,yes,high,,"Achieved randomised number from the main DPP results paper (NEJM 2002; abstract read from Europe PMC); the abstract does not give the year randomisation ended. The design paper (PMID:10189543) gives the planned size: 'the randomization goal of the DPP is 2,834 participants, which was increased to 3,000 participants (1,000 per group)', and says 'The 585 participants randomized to this drug were unmasked' for the discontinued troglitazone arm. The example study (PMID:35621206) used N=1612 DPP/DPPOS participants.",s003
COHO:0000052,Diabetes Reduction Assessment with Ramipril and Rosiglitazone Medication,cohort,5269,participants randomised,,,,"During this period a total of 191 clinical sites in 21 countries screened 24,872 individuals and randomised 5269 participants using a variety of recruitment strategies (Table 2).",https://doi.org/10.1007/s00125-004-1485-5,yes,high,,"From the DREAM design and recruitment paper (definition source PMID:15322749, publisher full text). The abstract says 'A total of 24,872 individuals in 21 countries were screened over 2 years and are eligible for follow-up. Of these, 5269 were randomised'; the screened non-randomised individuals form EpiDREAM. 1427 participants were in the STARR carotid substudy.",s003
COHO:0000053,Diabetes Research on Patient Stratification,cohort aggregation,,"member counts only: 2 member cohorts (cohort 1 prediabetes risk, cohort 2 diabetes)",,,2019,"After excluding participants who did not meet the inclusion criteria or whose data failed quality control, a total of 2127 participants at risk of diabetes and 789 participants with type 2 diabetes were retained in cohort 1 and cohort 2, respectively.",PMID:31203377,yes,medium,,"The DIRECT descriptive-characteristics paper (Europe PMC full text PMC6677872) reports its two cohorts separately (2127 and 789) and states no pooled total, so participants is left null rather than summed. The design paper (PMID:24695864) gives targets only: 'Prediabetic participants (target sample size 2,200–2,700) and patients with newly diagnosed type 2 diabetes (target sample size ~1,000)'. The 2019 paper also says 'A total of 3032 samples and 517,958 markers across the two studies passed quality control procedures' (genotyped samples, not participants).",s003
COHO:0000054,Dortmund Health Study,cohort,2291,participants recruited 2003-2004,,,2004,"From 2003 to 2004 overall 2,291 participants were recruited into the study, 1,312 attended the study centre and the others participated by answering a mailed questionnaire.",PMID:22736161,yes,high,,From the study's own design paper (Bundesgesundheitsblatt 2012; English abstract). The German text adds that a random sample of 3820 people aged 25-74 was drawn from the Dortmund residents' registry and invited.,s003
COHO:0000055,Duke Cognition Cohort,cohort,1193,"DCC participants in the COGENT meta-analysis (analysed subset, table row)",,,2017,DCC Duke Cognition Cohort USA 1193 27.1 11.6 18 77 558 0.47,https://europepmc.org/api/getPdf?pmcid=PMC5322272,yes,low,,"The only number read is the DCC row of Table 1 ('Demographic characteristics of the consortium') of the COGENT paper (PMID:28093568): N 1193, age 18-77, 558 male. The paper's supplementary methods (mp2016244x1.docx) describe DCC recruitment ('Participants were recruited to be members of the DCC to study the genetics of normal variation in cognitive performance') without a count. This is the number analysed in COGENT; no design paper or website stating the cohort's enrolment was found.",s003
COHO:0000056,DUNDEE,cohort,,,,,,,,,low,,"No source read states how many patients came from the Dundee site. The EGA study EGAS00001004410 (definition source) and its publication (PMID:33741650, PMC7610896) give only whole-study figures for the Scottish HGSOC study, across Edinburgh, Glasgow, Dundee and Aberdeen: 'the previously unpublished primary tumours from Scottish High Grade Serous Ovarian Cancer (SHGSOC) study (N=81)', and EGA datasets of 81 and 34 matched tumour-normal WGS pairs. A per-site breakdown (for example a supplementary sample table giving the collection site) would settle it; counting rows of such a table was not attempted.",s003
COHO:0000057,Durban Diabetes Study,cohort,1204,"participants recruited to date (interim, recruitment ongoing)",,,,"Of the 1204 participants recruited to date, 28.3% (341) are men compared with 48.2% found in the general population census data.",PMID:29276614,yes,medium,,"From the DDS cohort profile (BMJ Open 2017, Europe PMC full text PMC5732575), an interim count: 'to date, 1300 individuals have been invited join the study, of whom 96 refused participation, with a resulting response of 92.6% (n = 1204)'. The planned size is 10 000 ('the target sample size is 10 000 participants'). The example study (PMID:35546142) used 'Durban Diabetes study (DDS) (N = 1117)'. A later report of achieved recruitment would supersede this.",s003
COHO:0000058,Dutch and Belgian Lung Cancer Screening Trial,cohort,15428,participants randomised by 18 October 2005 (two recruitment rounds),,,2005,"Until October 18, 2005 11,103 (first recruitment round) and 4,325 (second recruitment round) (total = 15,428) participants have been randomised.",PMID:17131307,yes,medium,,"From the NELSON design paper (definition source; abstract read from Europe PMC), which also says '17,300-27,900 participants are needed'. The main results paper (NEJM 2020, PMID:31995683, abstract read) states men and women separately and no total: 'A total of 13,195 men (primary analysis) and 2594 women (subgroup analyses) between the ages of 50 and 74 were randomly assigned'; these separate figures may reflect the final randomised population, but no source read gives their total, so the 2005 stated total is recorded.",s003
COHO:0000059,Dutch Microbiome Project,cohort,8208,Lifelines participants with sequenced faecal metagenomes,,,2021,"The Dutch Microbiome Project (DMP) data includes raw data generated by shotgun metagenomic sequencing of faecal samples of 8,208 Dutch individuals, processed microbiome data analysed using Biobakery2 tools (including taxonomy, pathway, virulence factors and antibiotic resistance gene profiles), and basic phenotypes (age and sex, BMI).",https://metadata.ega-archive.org/studies/EGAS00001005027,yes,high,,"From the EGA study (definition source; released 2021). The example study (PMID:35115690) analysed a subset: 'we performed a genome-wide association study of 207 taxa and 205 pathways representing microbial composition and function in 7,738 participants of the Dutch Microbiome Project'.",s003
COHO:0000060,Edinburgh Stroke Study,cohort,1408,stroke patients assessed April 2002 - May 2005,,,2005,"We assessed 1,408 patients, of whom 844 (60%) had blood drawn for markers of inflammation.",PMID:19901973,yes,medium,,"From the definition source (PLoS Med 2009, Europe PMC full text PMC2730573), whose abstract counts only the biomarker subset: 'We recruited 844 patients; mortality data were available in 844 (100%) and functional outcome in 750 (89%).' Other ESS papers give other denominators: PMID:25299053 (PMC4192583) 'Of 1257 patients (671 outpatients and 586 inpatients), 1051 (84%) had record of doctor’s predictions', and PMID:35287300 (PMC8915237) included '812 patients with first-ever ischaemic stroke'. No ESS protocol or profile giving the overall recruited number was read (the paper cites www.dcn.ed.ac.uk/ess/protocol).",s003
COHO:0000061,ENGAGE AF-TIMI 48,cohort,21105,patients randomised,,,,"We conducted a randomized, double-blind, double-dummy trial comparing two once-daily regimens of edoxaban with warfarin in 21,105 patients with moderate-to-high-risk atrial fibrillation (median follow-up, 2.8 years).",PMID:24251359,yes,high,,"Achieved size from the main results paper (NEJM 2013; abstract read from Europe PMC). The design paper (definition source PMID:20934556) gave the planned size: 'Approximately 20,500 subjects will be randomized to edoxaban high exposure (60 mg daily, adjusted for drug clearance), edoxaban low exposure (30 mg daily, adjusted for drug clearance), or warfarin titrated to an international normalized ratio of 2.0 to 3.0.'",s003
