ID	TYPE	label	participants	participants evidence	participants source	participants note	cases	cases evidence	cases source	cases note	controls	controls evidence	controls source	controls note
COHO:0000088	owl:NamedIndividual	Greece Hellenic Isolated Cohorts	2893	We use whole-genome sequencing (WGS) to capture the entire allele frequency spectrum in 2,893 samples from two Greek population-based cohorts, MANOLIS and Pomak.	https://www.ebi.ac.uk/europepmc/webservices/rest/PMC8640022/fullTextXML	analysed subset: whole-genome-sequenced samples from MANOLIS and Pomak combined (2021)								
COHO:0000089	owl:NamedIndividual	Health and Retirement Study	37000	The Health and Retirement Study (HRS) is a nationally representative longitudinal survey of more than 37 000 individuals over age 50 in 23 000 households in the USA.	https://pmc.ncbi.nlm.nih.gov/articles/PMC3997380/	individuals over age 50 surveyed since 1992 (stated as more than 37 000), in 23 000 households (2014)								
COHO:0000090	owl:NamedIndividual	Health2000 Study	8028	In Health 2000 Survey, conducted in Finland in 2000–2001, a nationally representative sample of 8,028 persons aged 30 years or over was drawn from the population register and invited to take part in a two-phased study.	https://www.ebi.ac.uk/europepmc/webservices/rest/PMC4653280/fullTextXML	nationally representative sample of persons aged 30 or over drawn and invited, 2000-2001								
COHO:0000091	owl:NamedIndividual	Heart Protection Study	20536	20,536 UK adults (aged 40-80 years) with coronary disease, other occlusive arterial disease, or diabetes were randomly allocated to receive 40 mg simvastatin daily (average compliance: 85%) or matching placebo (average non-study statin use: 17%).	PMID:12114036	UK adults aged 40-80 randomised, 1994-1997								
COHO:0000092	owl:NamedIndividual	Hoorn Diabetes Care System	12673	In 2015, 12 673 individuals with T2D and at least one annual examination at the DCS centre had been enrolled in the study, of which 2497 had died during follow-up.	https://www.ebi.ac.uk/europepmc/webservices/rest/PMC5729999/fullTextXML	people with type 2 diabetes enrolled with at least one annual examination, 1998-2015								
COHO:0000094	owl:NamedIndividual	Human Genetics Initiative	120000	Currently, clinical data and biomaterials from approximately 120,000 participants are available, with more than 200,000 to be available soon.	https://www.nimh.nih.gov/about/advisory-boards-and-groups/namhc/2016/may/namhc-minutes-of-the-245th-meeting	participants with clinical data and biomaterials available in the NIMH repository (approximately), 2016								
COHO:0000095	owl:NamedIndividual	Hunter Community Study	3253	The first phase of this study sampled 3253 people representing a response rate of 44.5%.	https://researchdata.edu.au/health-ageing-hunter-nsw-australia/11563	men and women aged 55-85 recruited in the first phase								
COHO:0000097	owl:NamedIndividual	Identification of Men with a genetic predisposition to ProstAte Cancer	3063	Between 2005 and 2015, 3063 participants aged 40-69 yr (median 54 yr) were recruited from 65 centres in 20 countries in two cohorts: (1) BRCA1/BRCA2 PGV carriers (915 BRCA1, 901 BRCA2); and (2) age-matched noncarriers for a familial PGV (727 BRCA1 and 520 BRCA2 noncarriers).	PMID:41714267	men aged 40-69 recruited 2005-2015 (BRCA1/2 carriers and non-carrier controls)								
COHO:0000098	owl:NamedIndividual	IIBDGC genotyped CD study	10856	We used 55 immunochip-wide data sets that included 19,735 IBD cases (10,856 CD cases and 8879 UC cases) of known smoking status.	https://pmc.ncbi.nlm.nih.gov/articles/PMC5526723/	analysed subset: genotyped Crohn's disease cases of known smoking status (2017)	10856	We used 55 immunochip-wide data sets that included 19,735 IBD cases (10,856 CD cases and 8879 UC cases) of known smoking status.	https://pmc.ncbi.nlm.nih.gov/articles/PMC5526723/	analysed subset: genotyped Crohn's disease cases of known smoking status (2017)				
COHO:0000099	owl:NamedIndividual	Indiana Sisters Study	1692	Healthy premenopausal white sisters (age 33.1+/-7.2, n=1692) and healthy white brothers (age 33.6+/-10.9, n=715) were studied.	PMID:18755304	healthy premenopausal white (European-American) sisters studied; excludes the extended and African-American samples (2008)								
COHO:0000100	owl:NamedIndividual	INfancia y Medio Ambiente Project	3768	INMA 21471022 http://www.proyectoinma.org/ Population-based birth cohort Spain 1997–2008 3768 >90% European	https://www.ebi.ac.uk/europepmc/webservices/rest/PMC5837319/fullTextXML	total N of the base study (mother-child pairs recruited in the seven cohorts, 1997-2008)								
COHO:0000101	owl:NamedIndividual	International Cancer Genome Consortium-Chronic Lymphocytic Leukemia	452	Here we describe a comprehensive evaluation of the genomic landscape of 452 CLL cases and 54 patients with monoclonal B-lymphocytosis, a precursor disorder.	PMID:26200345	CLL cases in the project's comprehensive genomic evaluation (excludes 54 patients with monoclonal B-lymphocytosis), 2015								
COHO:0000102	owl:NamedIndividual	International Headache Genetics Consortium	375000	Meta-analysis of 375,000 individuals identifies 38 susceptibility loci for migraine.	PMID:27322543	migraine cases and controls in the 2016 IHGC meta-analysis of 22 GWA studies (as rounded in the title)	59674	Meta-analysis of 375,000 individuals identifies 38 susceptibility loci for migraine.	PMID:27322543	migraine cases and controls in the 2016 IHGC meta-analysis of 22 GWA studies (as rounded in the title)	316078	Meta-analysis of 375,000 individuals identifies 38 susceptibility loci for migraine.	PMID:27322543	migraine cases and controls in the 2016 IHGC meta-analysis of 22 GWA studies (as rounded in the title)
COHO:0000103	owl:NamedIndividual	International Multiple Sclerosis Genetics Consortium					9772	We introduced a number of novel quality control (QC) methods for processing these datasets (see Supplementary Information), which ultimately provided reliable information from 9772 cases and 17376 controls (see Figure 1A).	PMID:21833088	cases and controls passing QC in the 2011 IMSGC/WTCCC2 GWAS discovery analysis	17376	We introduced a number of novel quality control (QC) methods for processing these datasets (see Supplementary Information), which ultimately provided reliable information from 9772 cases and 17376 controls (see Figure 1A).	PMID:21833088	cases and controls passing QC in the 2011 IMSGC/WTCCC2 GWAS discovery analysis
COHO:0000104	owl:NamedIndividual	International Schizophrenia Consortium					3322	We performed a genome-wide association study of 3,322 European individuals with schizophrenia and 3,587 controls.	PMID:19571811	European cases and controls in the 2009 ISC GWAS after QC	3587	We performed a genome-wide association study of 3,322 European individuals with schizophrenia and 3,587 controls.	PMID:19571811	European cases and controls in the 2009 ISC GWAS after QC
COHO:0000105	owl:NamedIndividual	Italian Network on Genetic Isolates Studies	3292	GWAS analyses using the different imputation panels comprised a total of 3292 individuals (Supplementary Table 8).	PMID:31784700	individuals of the INGI cohorts in the 2019 GWAS meta-analysis (analysed subset)								
COHO:0000106	owl:NamedIndividual	Leeds Melanoma Cohort	2183	2183 patients were recruited to the Leeds Melanoma Cohort (LMC) between 2000 and 2012 (Newton-Bishop et al., 2015).	PMID:31425707	melanoma patients recruited 2000-2012								
COHO:0000108	owl:NamedIndividual	LifeLines	167729	Baseline data were collected for 167 729 participants, aged from 6 months to 93 years.	PMID:25502107	participants with baseline data, recruited 2006-2013								
COHO:0000109	owl:NamedIndividual	Living Biobank	2452	Using genotypes across 435,314 SNPs, we compared the ancestry backgrounds of 2,452 individuals in the Singapore Living Biobank with 268 individuals previously reported by the Singapore Genome Variation Project (SGVP) [ 54 ].	PMID:28961250	individuals with array genotypes analysed in 2017 (analysed subset)								
COHO:0000110	owl:NamedIndividual	Los Angeles component of The Womens Contraceptive and Reproductive Experiences Study					380	Cases in Los Angeles County were diagnosed from July 1, 1994 through April 30, 1998, and controls were sampled by random-digit dialing (RDD) from the same population and time period; 380 African American cases and 224 African American controls were included in Stage 1 of the scan.	https://media.springernature.com/original/springer-static/esm/art%3A10.1038%2Fng.2608/MediaObjects/41588_2013_BFng2608_MOESM1_ESM.pdf	African American cases and controls in the AABC GWAS scan (analysed subset)	224	Cases in Los Angeles County were diagnosed from July 1, 1994 through April 30, 1998, and controls were sampled by random-digit dialing (RDD) from the same population and time period; 380 African American cases and 224 African American controls were included in Stage 1 of the scan.	https://media.springernature.com/original/springer-static/esm/art%3A10.1038%2Fng.2608/MediaObjects/41588_2013_BFng2608_MOESM1_ESM.pdf	African American cases and controls in the AABC GWAS scan (analysed subset)
COHO:0000112	owl:NamedIndividual	Lund Stroke Register	456	A total of 456 patients with first-ever stroke (n = 412 prospective screening methods, n = 17 primary care, n = 12 hospital registers, n = 10 death register, n = 2 autopsy registers, n = 3 other).	PMID:17156265	patients with first-ever stroke found in the register's first year of screening (2001-2002)								
COHO:0000113	owl:NamedIndividual	Marseille Thrombosis Association Study	1592	MARTHA patients (n = 1,592) are unrelated VT patients, mainly of French origin, consecutively recruited at the Thrombophilia center of La Timone hospital (Marseille, France) between January 1994 and October 2005.	PMID:21980494	unrelated venous thrombosis patients recruited 1994-2005								
COHO:0000114	owl:NamedIndividual	Mexican Biobank	6057	To fill this gap, the Mexican Biobank project genotyped 6,057 individuals from 898 rural and urban localities across all 32 states in Mexico at a resolution of 1.8 million genome-wide markers with linked complex trait and disease information creating a valuable nationwide genotype–phenotype database.	PMID:37821706	individuals genotyped from 898 localities in all 32 states (2023)								
COHO:0000116	owl:NamedIndividual	Molecular Genetics of Schizophrenia Collaboration					2681	Because the frequencies of tag SNPs and disease susceptibility alleles can vary across populations, we carried out a primary analysis of the larger MGS European-ancestry sample (2,681 cases, 2,653 controls) and then additional analyses of the African American sample (1,286 cases, 973 controls) and of both of these samples combined, to test the hypothesis that there are alleles that influence susceptibility in both populations.	PMID:19571809	European-ancestry cases and controls in the primary 2009 MGS GWAS (African American sample separate)	2653	Because the frequencies of tag SNPs and disease susceptibility alleles can vary across populations, we carried out a primary analysis of the larger MGS European-ancestry sample (2,681 cases, 2,653 controls) and then additional analyses of the African American sample (1,286 cases, 973 controls) and of both of these samples combined, to test the hypothesis that there are alleles that influence susceptibility in both populations.	PMID:19571809	European-ancestry cases and controls in the primary 2009 MGS GWAS (African American sample separate)
COHO:0000117	owl:NamedIndividual	MOnica Risk, Genetics, Archiving and Monograph	93695	In 93 695 persons aged 19 to 77 years and free of major cardiovascular disease at baseline, total observation years were 1 234 252 and the number of stroke events analyzed was 3142.	PMID:19520994	persons free of cardiovascular disease at baseline in the 2009 MORGAM stroke analysis (43 cohorts, 18 populations)								
COHO:0000119	owl:NamedIndividual	Multi-Ethnic Study of Atherosclerosis	6814	Between 2000 and 2002, MESA recruited 6,814 men and women 45 to 84 years of age from Forsyth County, North Carolina; New York City; Baltimore;	https://media.springernature.com/original/springer-static/esm/art%3A10.1038%2Fs41588-023-01314-0/MediaObjects/41588_2023_1314_MOESM1_ESM.pdf	men and women aged 45-84 recruited 2000-2002								
